brand,model,network_technology,t2G_bands,t3G_bands,t4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price,img_url,N/A
Samsung,Array M390,CDMA,CDMA 800 / 1900 ,N/A,N/A,N/A,No,No,2012  August,Available. Released 2012  September,112 x 54 x 15 mm (4.41 x 2.13 x 0.59 in),117,4.13,Mini-SIM,TFT,2.4 inches (~29.5% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),N/A,480 MHz,Qualcomm QSC 6155,N/A,microSD  up to 32 GB (dedicated slot),40 MB,128 MB RAM| 256 MB ROM,2 MP,No,Yes,Yes,No,3.0| A2DP,No,N/A,No,Yes,N/A,Removable Li-Ion 1000 mAh battery,Black| Black/Silver,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-array-sph-m390.jpg,N/A
Samsung,Galaxy S Lightray 4G R940,CDMA / EVDO / LTE,CDMA 800 / 1700 / 1900 ,CDMA2000 1xEV-DO ,LTE band 2(1900)| 4(1700/2100),EV-DO Rev.A 3.1 Mbps  LTE,No,No,2012  August,Available. Released 2012  August,130 x 68 x 11.7 mm (5.12 x 2.68 x 0.46 in),142,5.01,Mini-SIM,Super AMOLED Plus capacitive touchscreen  16M colors,4.3 inches (~59.5% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),Android 2.3 (Gingerbread),1.0 GHz,Exynos 3210,N/A,microSD  up to 32 GB (dedicated slot)  16 GB included,1.4 GB,N/A,8 MP| autofocus| LED flash,1.3 MP,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0| A2DP,Yes with A-GPS,N/A,No,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1600 mAh battery,Black,100,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-lightray-4g.jpg,N/A
Samsung,Galaxy S Duos S7562,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - SIM 1 & SIM 2,N/A,HSPA 7.2/5.76 Mbps,Yes,Yes,2012  July,Available. Released 2012  September,121.5 x 63.1 x 10.5 mm (4.78 x 2.48 x 0.41 in),120,4.23,Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,4.0 inches (~59.4% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A5,Qualcomm MSM7227A Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),4 GB (1.8 GB user available),768 MB RAM,5 MP| f/2.6| autofocus| LED flash| ,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0| A2DP,Yes with A-GPS,N/A,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1500 mAh battery,White| Black| La Fleur,110,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-duos-s7562.jpg,N/A
Samsung,Manhattan E3300,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - E3300| E3300L| E3309,HSDPA 900 / 2100 - E3300| E3309,N/A,HSPA,Yes,Yes,2012  August,Available. Released 2012  Q3,113.9 x 46.4 x 13.3 mm (4.48 x 1.83 x 0.52 in),75.4,2.65,Mini-SIM,TFT  65K colors,2.0 inches (~23.8% screen-to-body ratio),128 x 160 pixels (~102 ppi pixel density),N/A,N/A,N/A,N/A,microSD  up to 32 GB (dedicated slot),30 MB,N/A,VGA,No,Yes,Yes,No,Yes,No,N/A,No,microUSB,N/A,Removable Li-Ion 800 mAh battery,Black,30,http://cdn2.gsmarena.com/vv/bigpic/samsung-manhattan-gt-e3300.jpg,N/A
Samsung,E2262,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,N/A,N/A,N/A,Yes,Yes,2012  August,Available. Released 2012  Q3,109.2 x 63.5 x 12.7 mm (4.30 x 2.5 x 0.5 in),91.5,3.21,Dual SIM (Mini-SIM| dual stand-by),TFT  256K colors,2.2 inches (~21.6% screen-to-body ratio),320 x 240 pixels (~182 ppi pixel density),N/A,256 MHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),20 MB,N/A,VGA,No,Yes,Yes,No,3.0| A2DP,No,N/A,FM radio,microUSB,N/A,Removable Li-Ion 1000 mAh battery,White,50,http://cdn2.gsmarena.com/vv/bigpic/samsung-gt-e2262.jpg,N/A
Samsung,E1260B,GSM,GSM 900 / 1800 ,N/A,N/A,N/A,N/A,N/A,2012  June,Available. Released 2012  July,103 x 59 x 12 mm (4.06 x 2.32 x 0.47 in),83,2.93,Mini-SIM,TFT  65K colors,2.0 inches (~20.7% screen-to-body ratio),160 x 128 pixels (~102 ppi pixel density),N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Yes,Yes,No,N/A,No,N/A,FM radio,Yes,N/A,Removable Li-Ion 800 mAh battery,White,50,http://cdn2.gsmarena.com/vv/bigpic/samsung-gt-e1260b.jpg,N/A
Samsung,E1200 Pusha,GSM,GSM 900 / 1800 ,N/A,N/A,N/A,No,No,2012,Available. Released 2012,108 x 45 x 13.5 mm (4.25 x 1.77 x 0.53 in),65.1,2.29,Mini-SIM,TFT  65K colors,1.52 inches (~15.3% screen-to-body ratio),128 x 128 pixels (~119 ppi pixel density),N/A,156 MHz,N/A,N/A,No,N/A,N/A,N/A,N/A,Yes,No,No,No,No,N/A,No,Yes,N/A,Removable Li-Ion 800 mAh battery,Black| White| Blue,20,http://cdn2.gsmarena.com/vv/bigpic/samsung-e1200-pusha-black.jpg,N/A
Samsung,E2252,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,N/A,N/A,N/A,Yes,No,2012  July,Available. Released 2012  July,113 x 46 x 13.9 mm (4.45 x 1.81 x 0.55 in),79,2.79,Dual SIM (Mini-SIM),TFT  256K colors,2.0 inches (~24.2% screen-to-body ratio),128 x 160 pixels (~102 ppi pixel density),N/A,208 MHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),20 MB,N/A,VGA,No,Yes,Yes,No,3,No,N/A,FM radio,microUSB 2.0,N/A,Removable Li-Ion 1000 mAh battery,Silver| white,30,http://cdn2.gsmarena.com/vv/bigpic/samsung-metro-gt-e2252.jpg,N/A
Samsung,Galaxy Chat B5330,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,N/A,HSPA 7.2/5.76 Mbps,Yes,Yes,2012  July,Available. Released 2012  August,118.9 x 59.3 x 11.7 mm (4.68 x 2.33 x 0.46 in),112,3.95,Mini-SIM,TFT capacitive touchscreen  256K colors,3.0 inches (~39.5% screen-to-body ratio),240 x 320 pixels (~133 ppi pixel density),Android 4.0 (Ice Cream Sandwich)| upgradable to 4.1.2 (Jelly Bean),850 MHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),4 GB,N/A,2 MP,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0| A2DP,Yes with A-GPS GLONASS,N/A,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1200 mAh battery,White,100,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-chat-gt-b5330.jpg,N/A
Samsung,U485 Intensity III,CDMA / CDMA2000,CDMA 800 / 1900 ,CDMA2000 1x ,N/A,Yes  384 kbps,No,No,2012  July,Available. Released 2012  July,112 x 54 x 14.5 mm (4.41 x 2.13 x 0.57 in),115,4.06,Mini-SIM,TFT  256K colors,2.4 inches (~29.5% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),N/A,N/A,N/A,N/A,microSD  up to 32 GB (dedicated slot),256 MB ROM,128 MB RAM,2 MP,No,Yes,Yes,No,3.0| A2DP| EDR,A-GPS only; VZ Navigator,N/A,No,microUSB 2.0,N/A,Removable Li-Ion 1000 mAh battery,Black,80,http://cdn2.gsmarena.com/vv/bigpic/samsung-intensity-iii-u485.jpg,N/A
Samsung,Galaxy I8250,GSM,GSM 900 / 1800 / 1900 , TD-SCDMA,N/A,HSPA,Yes,Yes,2012  June,Available. Released 2012  June,122.5 x 63 x 10.5 mm (4.82 x 2.48 x 0.41 in),125,4.41,Mini-SIM,TFT capacitive touchscreen  16M colors,4.0 inches (~59.0% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 2.3 (Gingerbread),1.0 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,8 MP| autofocus,VGA,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,3.0| A2DP,Yes with A-GPS,Yes,No,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1650 mAh battery,Pink/Black,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-i8250.jpg,N/A
Samsung,Galaxy Ace Advance S6800,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,N/A,HSPA 7.2/0.384 Mbps,Yes,Yes,2012  May,Available. Released 2012  June,112.7 x 61.5 x 11.5 mm (4.44 x 2.42 x 0.45 in),122,4.3,Mini-SIM,TFT capacitive touchscreen  256K colors,3.5 inches (~52.6% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 2.3 (Gingerbread),832 MHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus,No,Yes,Yes,Wi-Fi 802.11 b/g/n| DLNA| hotspot,3.0| A2DP,Yes with A-GPS,N/A,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1300 mAh battery,White| Black,110,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-advance-s6800.jpg,N/A
Samsung,Galaxy Ace Duos S6802,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,N/A,HSPA 7.2/0.384 Mbps,Yes,Yes,2012  May,Available. Released 2012  June,112.7 x 61.5 x 11.5 mm (4.44 x 2.42 x 0.45 in),122,4.3,Dual SIM (Mini-SIM| dual stand-by| dual active),TFT capacitive touchscreen  256K colors,3.5 inches (~52.6% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 2.3 (Gingerbread),832 MHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),3 GB,512 MB RAM,5 MP| autofocus| ,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0| A2DP,Yes with A-GPS,N/A,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1300 mAh battery,White| Black| Yellow| La Fleur,120,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-duos-gsm.jpg,N/A
Samsung,Galaxy Appeal I827,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,N/A,HSPA,Yes,Yes,2012  May,Available. Released 2012  June,112 x 57.7 x 14.2 mm (4.41 x 2.27 x 0.56 in),114.2,4.02,Mini-SIM,Capacitive touchscreen,3.2 inches (~47.2% screen-to-body ratio),320 x 480 pixels (~180 ppi pixel density),Android 2.3 (Gingerbread),800 MHz Cortex-A5,Qualcomm MSM7225A Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,N/A,No,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1300 mAh battery,Silver,120,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-appeal.jpg,N/A
Samsung,Galaxy Tab 8.9 4G P7320T,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 2100 ,LTE band 3(1800)| 7(2600)| 20(800),HSPA 42.2/11.5 Mbps  LTE Cat3 100/50 Mbps,Class 12,Class 12,2012  Q1,Available. Released 2012  Q1,230.9 x 157.8 x 8.6 mm (9.09 x 6.21 x 0.34 in),458,1.01,Mini-SIM,PLS TFT capacitive touchscreen  16M colors,8.9 inches (~63.0% screen-to-body ratio),800 x 1280 pixels (~170 ppi pixel density),Android 3.2 (Honeycomb),Dual-core 1.5 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,No,16/32 GB,1 GB RAM,3.15 MP| autofocus,2 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| hotspot,3.0| A2DP,Yes with A-GPS,N/A,No,2,Accelerometer| gyro| compass,Non-removable Li-Po 6100 mAh battery,Black,220,http://cdn2.gsmarena.com/vv/bigpic/Samsung-GALAXY-Tab-8.9-4g.jpg,N/A
Samsung,C3780,GSM,GSM 850 / 900 / 1800 / 1900 ,N/A,N/A,N/A,Yes,Yes,2012  May,Available. Released 2012  June,117.7 x 49 x 12.3 mm (4.63 x 1.93 x 0.48 in),82,2.89,Mini-SIM,TFT  256K colors,2.4 inches (~30.9% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),N/A,250 MHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),N/A,N/A,3.15 MP,No,Yes,Yes,No,2.1| A2DP,No,N/A,Stereo FM radio| RDS,microUSB 2.0,N/A,Removable Li-Ion 1000 mAh battery,Black,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-c3780.jpg,N/A
Samsung,C3782 Evan,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,N/A,N/A,N/A,Yes,Yes,2012  May,Available. Released 2012  Q4,117.7 x 49 x 12.3 mm (4.63 x 1.93 x 0.48 in),82,2.89,Dual SIM (Mini-SIM),TFT  256K colors,2.4 inches (~30.9% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),N/A,250 MHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),36 MB,N/A,3.15 MP,No,Yes,Yes,No,2.1| A2DP,No,N/A,Stereo FM radio| RDS,microUSB 2.0,N/A,Removable Li-Ion 1000 mAh battery,Black,60,http://cdn2.gsmarena.com/vv/bigpic/samsung-c3782-evan-duos.jpg,N/A
Samsung,Galaxy Proclaim S720C,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,N/A,EV-DO Rev.A 3.1 Mbps,No,No,2012  May,Available. Released 2012  September,114.3 x 59.7 x 11.4 mm (4.5 x 2.35 x 0.45 in),114.9,4.02,Mini-SIM,TFT touchscreen  16M colors,3.5 inches (~53.5% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 2.3 (Gingerbread),1.0 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),1 GB,N/A,3.15 MP,No,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,Yes,Yes,N/A,No,microUSB 2.0,Accelerometer,Removable Li-Ion 1500 mAh battery,Black,80,http://cdn2.gsmarena.com/vv/bigpic/samsung-proclaim-s720.jpg,N/A
Samsung,Omnia M S7530,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,N/A,HSPA 7.2/5.76 Mbps,Yes,Yes,2012  May,Available. Released 2012  July,121.6 x 64.1 x 10.5 mm (4.79 x 2.52 x 0.41 in),119,4.2,Mini-SIM,Super AMOLED capacitive touchscreen  16M colors,4.0 inches (~58.4% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Microsoft Windows Phone 7.5 Mango,1.0 GHz,N/A,N/A,No,4/8 GB,384 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot| DLNA,2.1| A2DP,Yes with A-GPS Bing map,N/A,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1500 mAh battery,Black,100,http://cdn2.gsmarena.com/vv/bigpic/samsung-omnia-m.jpg,N/A
Samsung,Focus 2 I667,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,LTE band 4(1700/2100)| 17(700),HSPA 21.1/5.76 Mbps  LTE Cat3 100/50 Mbps,Class 12,Class 12,2012  May,Available. Released 2012  May,121.7 x 62.7 x 11 mm (4.79 x 2.47 x 0.43 in),122,4.3,Mini-SIM,Super AMOLED capacitive touchscreen  16M colors,4.0 inches (~59.7% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Microsoft Windows Phone 7.5 Mango,1.4 GHz Scorpion,Qualcomm MSM8255T Snapdragon S2,Adreno 205,No,8 GB,N/A,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n,2.1| A2DP,Yes with A-GPS,N/A,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1750 mAh battery,White,110,http://cdn2.gsmarena.com/vv/bigpic/samsung-focus-2.jpg,N/A
Samsung,Galaxy S III T999,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - T999| T999L,HSDPA 850 / 1700 / 1900 / 2100 - T999| T999L,LTE band 4(1700/2100)| 27(800) - T999L,HSPA 42.2/5.76 Mbps  LTE (T999L),Class 12,Class 12,2012  June,Available. Released 2012  June,136.6 x 70.6 x 8.6 mm (5.38 x 2.78 x 0.34 in),133,4.69,Micro-SIM,Super AMOLED capacitive touchscreen  16M colors,4.8 inches (~65.9% screen-to-body ratio),720 x 1280 pixels (~306 ppi pixel density),Android 4.0 (Ice Cream Sandwich)| upgradable to 4.1.1 (Jelly Bean),Dual-core 1.5 GHz Krait,Qualcomm MSM8960 Snapdragon S4 Plus,Adreno 225,microSD  up to 64 GB (dedicated slot),16/32 GB,2 GB RAM,8 MP| f/2.6| autofocus| LED flash,1.9 MP| f/2.6| 720p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| EDR| aptX,Yes with A-GPS GLONASS,Yes,No,microUSB 2.0 (MHL TV-out)| USB Host,Accelerometer| gyro| proximity| compass| barometer,Removable Li-Ion 2100 mAh battery,Pebble blue| Marble white,310,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-iii-tmobile.jpg,N/A
Samsung,Galaxy S III I747,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,LTE band 4(1700/2100)| 17(700),HSPA 21.1/5.76 Mbps  LTE Cat3 100/50 Mbps,Class 12,Class 12,2012  June,Available. Released 2012  July,136.6 x 70.6 x 8.6 mm (5.38 x 2.78 x 0.34 in),134,4.73,Micro-SIM,Super AMOLED capacitive touchscreen  16M colors,4.8 inches (~65.9% screen-to-body ratio),720 x 1280 pixels (~306 ppi pixel density),Android 4.0 (Ice Cream Sandwich)| upgradable to 4.1.1 (Jelly Bean),Dual-core 1.5 GHz Krait,Qualcomm MSM8960 Snapdragon S4 Plus,Adreno 225,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,8 MP| f/2.6| autofocus| LED flash,1.9 MP| f/2.6| 720p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| EDR| aptX,Yes with A-GPS GLONASS,Yes,No,microUSB 2.0 (MHL TV-out)| USB Host,Accelerometer| gyro| proximity| compass| barometer,Removable Li-Ion 2100 mAh battery,Pebble blue| Marble white| Garnet Red,300,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-iii-att.jpg,N/A
Samsung,Galaxy S III CDMA,CDMA / EVDO / LTE,CDMA 800 / 1900 - SGH-I535| SPH-L710,CDMA2000 1xEV-DO - SGH-I535| SPH-L710,LTE band 13(700) - SGH-I535,LTE Cat3 100/50 Mbps  EV-DO Rev.A 3.1 Mbps,No,No,2012  June,Available. Released 2012  July,137.2 x 71.1 x 7.6 mm (5.40 x 2.80 x 0.30 in),133.2,4.69,Micro-SIM,Super AMOLED capacitive touchscreen  16M colors,4.8 inches (~65.1% screen-to-body ratio),720 x 1280 pixels (~306 ppi pixel density),Android 4.1 (Jelly Bean)| upgrad&#1072;ble to 4.3 (Jelly Bean),Dual-core 1.5 GHz Krait,Qualcomm MSM8960 Snapdragon S4 Plus,Adreno 225,microSD  up to 64 GB (dedicated slot),16/32 GB,2 GB RAM,8 MP| f/2.6| autofocus| LED flash,1.9 MP| f/2.6| 720p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| EDR| aptX,Yes with A-GPS,Yes,No,microUSB 2.0 (MHL TV-out)| USB Host,Accelerometer| gyro| proximity| compass| barometer,Removable Li-Ion 2100 mAh battery,Pebble blue| Marble white| Purple,280,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-siii-verizon.jpg,N/A
Samsung,I9300 Galaxy S III,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,N/A,HSPA 21.1/5.76 Mbps,Class 12,Class 12,2012  May,Available. Released 2012  May,136.6 x 70.6 x 8.6 mm (5.38 x 2.78 x 0.34 in),133,4.69,Micro-SIM,Super AMOLED capacitive touchscreen  16M colors,4.8 inches (~65.9% screen-to-body ratio),720 x 1280 pixels (~306 ppi pixel density),Android 4.0.4 (Ice Cream Sandwich)| 4.3 (Jelly Bean),Quad-core 1.4 GHz Cortex-A9,Exynos 4412 Quad,Mali-400MP4,microSD  up to 64 GB (dedicated slot),16/32/64 GB,1 GB RAM,8 MP| f/2.6| autofocus| LED flash| ,1.9 MP| f/2.6| 720p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| EDR| aptX,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out)| USB Host,Accelerometer| gyro| proximity| compass| barometer,Removable Li-Ion 2100 mAh battery,Pebble blue| Marble white| Amber brown| Garnet red| Sapphire black| Titanium grey| La Fleur,190,http://cdn2.gsmarena.com/vv/bigpic/samsung-i9300-galaxy-s-iii-ofic.jpg,N/A
Samsung,E2350B,GSM,GSM 850 / 900 / 1800 / 1900 ,N/A,N/A,N/A,Yes,Yes,2012  March,Available. Released 2012  Q2,98 x 47 x 14.7 mm (3.86 x 1.85 x 0.58 in),84.6,2.96,Mini-SIM,TFT  65K colors,2.0 inches (~27.3% screen-to-body ratio),128 x 160 pixels (~102 ppi pixel density),N/A,208 MHz,N/A,N/A,microSD  up to 16 GB (dedicated slot),N/A,N/A,VGA,No,Yes,Yes,No,Yes,No,N/A,FM radio| RDS,microUSB 2.0,N/A,Removable Li-Ion 800 mAh battery,Blue,50,http://cdn2.gsmarena.com/vv/bigpic/samsung-gt-e2350b.jpg,N/A
Samsung,U380 Brightside,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,N/A,EV-DO Rev.0  153.2 Kbps,No,No,2012  February,Available. Released 2012  March,111 x 60 x 14 mm (4.37 x 2.36 x 0.55 in),122,4.3,Mini-SIM,TFT touchscreen  256K colors,3.1 inches (~44.7% screen-to-body ratio),240 x 320 pixels (~129 ppi pixel density),N/A,N/A,N/A,N/A,microSD  up to 32 GB (dedicated slot),256 MB,128 MB RAM,3.15 MP,No,Yes,Yes,No,2.1| A2DP| EDR,Yes with A-GPS,N/A,N/A,microUSB 2.0,Accelerometer| compass,Removable Li-Po 1000 mAh battery,Black,100,http://cdn2.gsmarena.com/vv/bigpic/samsung-u380-brightside.jpg,N/A
Samsung,Galaxy Player 70 Plus,No cellular connectivity, N/A,N/A,N/A,N/A,No,No,2012  March,Available. Released 2012  Q2,141.3 x 78.2 x 11.9 mm (5.56 x 3.08 x 0.47 in),186,6.56,No,LCD capacitive touchscreen  16M colors,5.0 inches (~64.4% screen-to-body ratio),480 x 800 pixels (~187 ppi pixel density),Android 2.3 (Gingerbread),Dual-core 1.0 GHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),16/32 GB,N/A,5 MP| autofocus| LED flash,VGA,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| hotspot,3,Yes,N/A,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| compass,Removable Li-Po 2500 mAh battery,White,180,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-player-70-plus-YP-GB70ED.jpg,N/A
Samsung,Galaxy Pocket plus S5301,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,N/A,HSPA 7.2/5.76 Mbps,Class 12,Class 12,2012,Available. Released 2012,104.9 x 57.9 x 12 mm (4.13 x 2.28 x 0.47 in),97.2,3.42,Mini-SIM,TFT capacitive touchscreen  256K colors,2.8 inches (~40.0% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),Android 4.0 (Ice Cream Sandwich),850 MHz,N/A,N/A,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,No,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,N/A,Stereo FM radio| RDS,microUSB 2.0,Accelerometer,Removable Li-Ion 1200 mAh battery,Black| White,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-pocket.jpg,N/A
Samsung,Galaxy Pocket S5300,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,N/A,HSPA 3.6/0.384 Mbps,Yes,Yes,2012  February,Available. Released 2012  April,103.7 x 57.5 x 12 mm (4.08 x 2.26 x 0.47 in),97,3.42,Mini-SIM,TFT capacitive touchscreen  256K colors,2.8 inches (~40.7% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),Android 2.3 (Gingerbread),832 MHz ARM 11,N/A,N/A,microSD  up to 32 GB (dedicated slot),3 GB,N/A,2 MP,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0| A2DP,Yes with A-GPS,N/A,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| compass,Removable Li-Ion 1200 mAh battery,Black,80,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-pocket.jpg,N/A
Samsung,I8530 Galaxy Beam,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,N/A,HSPA 14.4/5.76 Mbps,Class 12,Class 12,2012  February,Available. Released 2012  July,124 x 64.2 x 12.5 mm (4.88 x 2.53 x 0.49 in),145.3,5.11,Mini-SIM,TFT capacitive touchscreen  16M colors,4.0 inches (~57.2% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 2.3.6 (Gingerbread)| planned upgrade to 4.1 (Jelly Bean),Dual-core 1.0 GHz Cortex-A9,NovaThor U8500,Mali-400,microSD  up to 32 GB (dedicated slot),8 GB,768 MB RAM,5 MP| autofocus| LED flash| ,1.3 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| DLNA| hotspot,3.0| A2DP,Yes with A-GPS,N/A,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| gyro| proximity| compass,Removable Li-Ion 2000 mAh battery,Black,240,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-beam-2012.jpg,N/A
